score,content,date,score_sentiment
1,World Class Digital Banking Experience? : The statement “deliver world class banking experience” is laughable.This app is frustrating especially when and after the IT guys are doing/ are done with their “maintenance”. Sometimes the feeling is like winning the lottery if everything went smoothly.Numerous times (no joke no exaggeration) have encountered problems where after just 3 or 4 seconds of logging in a digibank Alert will pop-up saying the session has time-out for my security & to login again. Even after dozens of time trying the same thing happened!!!,2021-11-23 18:14:05,-1
5,语言 : 如何设置成华语啊,2020-01-24 09:49:06,1
5,POSB/DBS deserves a lot of kudos : I have done business with almost every bank in SG and POSB/DBS by far has the best customer experience. Great customer service and internet and mobile banking experience. None of the other banking apps are comparable to the quality of this app. I also like how the phishing warnings are seamlessly added to the app to warn people of potential phishing scams. Good job DBS!,2022-11-11 20:55:30,1
5,Felicia the dbs hot line service lady is very helpful👍👍 : I want to submit some online form but no idea why the form was not enabled on the dbs website. After call the dbs hotline it’s solved with the help from Felicia the hotline service lady. Felicia is very patient and helpful. She guides me step by step for the setup of the digitoken and eventually the website form is enabled. Thanks for the help Felicia.🙏,2024-03-25 06:15:18,1
4,各位大神 : 请问大师 这个应用怎么调成中文？,2020-07-08 09:58:42,1
5,Easy to use :) : Fabulous ease of use for local or overseas transfers payments and updates. Chat box a little useless and still easier to call the bank hotline for certain issues but this app does most of the stuff I need month-to-month with great ease. Thank you!,2020-11-11 02:54:04,1
2,App does not always work. Most times it just stay at its logo page : When using this and Dbs App many times it just stay on the main logo and doesn’t move hence can’t carry out transactions. Turn off and on phone. Deleted and download App a few times still same problem since many weeks ago. Currently Using iPhone 8plus and iOS 14.4. Noticed Problem probably started about the time of the last 2nd or 3rd IOS update. Not sure when this App was last updated. Anyway pls sort this out.,2021-02-20 05:21:50,-1
1,Tilt : This is my first time writing a review on an app store. Nothing came close to actually prompt me into writing a review but this app is certainly something.For heaven sake I had to login to my account more than 3 times because of your “session timeout” 10 seconds into your app. Not to mention how annoying typing on the login preface is. Mind you I’m using the latest update. If I have to keep doing this everytime I need to access my bank account I would prefer to use other convenient means. Please get this check.,2021-11-17 14:33:32,-1
1,Was awesome at first really crappy since a year ago : My fav app hasnt been functioning. Takes a long time to log me in impossible to transfer money or anything of that sort. I even changed my phone from iPhone10 to iPhone13 thinking it was my old phone causing the issue but no… the problem persists even after multiple deletion and re-installation. If its too hard might just move my money to UOB or OCBC. It’s embarrassing when you gotta wait 5mins to make a simple paynow transfer at a merchant with a long queue behind you ☹️ .,2022-07-21 11:11:47,-1
4,Great app but need improvements : It’s A Great app and very convenient. Posb can improve few things: in CC section if you to in one cc details and then want to see other one you have to come all the way out to home then click on cc to expand and select next one. Surely can reduce number of taps and simplify it. Similarly there is scope to reduce taps on other account screens.,2021-08-07 12:27:33,1
4,Fulfils banking needs : Great app that fulfils most of my banking needs. Smooth with decent amount of customisation available. Need to work on the digiPortfolio functionality though - app keeps quitting when attempting to navigate through that.21/09: impossible to report bugs so have to resort to this - app quits when when trying to sync to findex.,2023-09-21 12:29:35,1
2,Kept hanging : Was a user friendly app until it hang my entire phone. I can’t even reset my phone. Made me panic and wonder what went wrong as I was doing transfer. Happened twice already. And I don’t even know if the trf went through. I even tried resetting my mobile by pressing the home and on/off keys. But it doesn’t even blink! Then the app itself auto exit. This is scary! Not reliable! I’m avoiding using it as much as I can from now.,2021-05-11 09:19:07,-1
4,Please mute the friggin bank transfer / payment sound when the phone is on mute!!! : 1. Please mute the friggin bank transfer / payment sound when the phone is on mute!!!It is so awkward when people are in a silent room or the library and you had to do a payment.2. Why is the loading times for the app is so slow until i had to quit the app to load???,2021-03-26 08:47:20,1
5,App showing session timeout immediately after login : I updated my app to latest version and once I login and it is displaying session timeout and asking to relogin After I relogin getting same error and looping same process and I cannot able to perform any actions.,2021-10-10 15:19:13,1
1,Phone becomes unresponsive after using the app : As mentioned by a lot of users here the usage of the app causes the phone to heat up so quickly and the whole phone becomes unresponsive. This happens even after using the app for only less than a minute. As someone who makes use of the digibank services quite frequently it is very inconvenient for me to keep restarting my phone after each transaction. I sincerely hope the developers would do something about this.,2021-08-20 13:27:13,-1
1,App cannot load and stuck at loading screen : Before update to 5.02 cannot get pass loading screen. Complain through many channel no positive responds. Customer service channel no help at all.After 5.02 still same problem. Feels like POSB not taking customers seriously extremely disappointed. Unable to use ibanking app for a few weeks already. My only way to access ibanking account also requires “authentication” from app. Now app cannot use I am totally stuck. Feels like switching to other more capable banks.,2020-12-30 14:55:46,-1
3,3/5 : This app used to be great it’s easy to navigate and has features to give you insights on your finances. PayNow also easy to use. But the app has been crashing multiple times. Log in for one second -> error message that session has times out -> logged out. And repeat ad nauseam. No point having good features when I can’t even manage to stay logged in..,2021-11-11 11:52:07,-1
